Código IBGE,Município,Diretoria Regional,Mesorregião,Número de alunos extremamente pobres beneficiários atualmente,Número de famílias extremamente pobres beneficiárias atualmente,Número de alunos extremamente pobres da lista atual que receberam o benefício,"Número de alunos extremamente pobres que receberam o benefício, incluindo os alunos bloqueados",Número de famílias extremamente pobres da lista atual que receberam o benefício,"Número de famílias extremamente pobres que receberam o benefício, incluindo as famílias que têm alunos bloqueados",Número de famílias extremamente pobres da lista atual que receberam o benefício parcialmente,Número de alunos extremamente pobres da lista atual que receberam o benefício parcialmente,Número de famílias extremamente pobres da lista atual que receberam todo o valor do benefício a que tem direito,Número de alunos extremamente pobres da lista atual que receberam todo o valor do benefício a que tem direito,Número de famílias extremamente pobres da lista atual que receberam mais que o valor do benefício,Número de alunos extremamente pobres da lista atual que receberam mais que o valor do benefício,Percentual de alunos extremamente pobres da lista atual que receberam o benefício,Percentual de famílias extremamente pobres da lista atual que receberam o benefício,Total de dinheiro repassado aos beneficiários da lista atual de extremamente pobres,"Total de dinheiro repassado aos beneficiários extremamente pobres, incluindo os bloqueados"
3115458,CATUJI,Teófilo Otoni,Vale do Mucuri,598,437,526,534,379,383,130,170,246,353,3,3,0.8795986622073578,0.8672768878718535,140950,141450
3115474,CATUTI,Montes Claros,Norte de Minas,325,244,286,288,210,210,38,42,171,243,1,1,0.88,0.860655737704918,81800,81800
3115508,CAXAMBU,Varginha,Sul/Sudoeste de Minas,439,290,427,432,281,282,121,171,159,255,1,1,0.9726651480637813,0.9689655172413794,111050,111150
3115607,CEDRO DO ABAETE,Divinópolis,Central Mineira,41,34,41,46,34,37,13,15,20,24,1,2,1,1,10900,11200
3115706,CENTRAL DE MINAS,Governador Valadares,Vale do Rio Doce,366,282,311,316,238,240,41,50,196,260,1,1,0.8497267759562842,0.8439716312056738,88400,88600
3115805,CENTRALINA,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,229,184,215,219,171,173,99,119,72,96,0,0,0.9388646288209607,0.9293478260869565,52600,53000
3115904,CHACARA,Juiz de Fora,Zona da Mata,19,19,14,14,14,14,9,9,5,5,0,0,0.7368421052631579,0.7368421052631579,3300,3300
3116001,CHALE,Governador Valadares,Zona da Mata,397,310,354,358,272,274,139,180,133,174,0,0,0.8916876574307305,0.8774193548387097,87900,88100
3116100,CHAPADA DO NORTE,Araçuaí,Jequitinhonha,752,459,722,729,434,436,101,157,330,561,3,4,0.9601063829787234,0.9455337690631809,201100,201400
3116159,CHAPADA GAUCHA,Montes Claros,Norte de Minas,682,460,629,646,414,421,67,89,340,532,7,8,0.9222873900293255,0.9,180600,181300
3116209,CHIADOR,Juiz de Fora,Zona da Mata,21,20,20,20,19,19,13,14,6,6,0,0,0.9523809523809523,0.95,4600,4600
3116308,CIPOTANEA,São João Del Rei,Zona da Mata,382,278,377,377,273,273,79,101,193,273,1,3,0.9869109947643979,0.9820143884892086,103100,103100
3116407,CLARAVAL,Passos,Sul/Sudoeste de Minas,88,67,88,91,67,69,25,29,41,58,1,1,1,1,23600,23800
3116506,CLARO DOS POCOES,Montes Claros,Norte de Minas,439,312,415,417,291,292,51,61,239,353,1,1,0.9453302961275627,0.9326923076923077,118500,118600
3116605,CLAUDIO,Divinópolis,Oeste de Minas,134,103,132,142,102,106,19,24,83,108,0,0,0.9850746268656716,0.9902912621359223,37200,37600
3116704,COIMBRA,Muriaé,Zona da Mata,179,141,94,94,71,71,28,31,43,63,0,0,0.5251396648044693,0.5035460992907801,25050,25050
3116803,COLUNA,Diamantina,Vale do Rio Doce,654,422,541,544,345,347,59,95,285,445,1,1,0.827217125382263,0.8175355450236966,152700,152900
3116902,COMENDADOR GOMES,Uberaba,Triângulo Mineiro/Alto Paranaíba,27,26,21,22,20,20,14,15,6,6,0,0,0.7777777777777778,0.7692307692307693,4800,4800
3117009,COMERCINHO,Araçuaí,Jequitinhonha,477,365,438,440,331,331,29,29,300,407,2,2,0.9182389937106918,0.9068493150684932,128700,128700
3117108,CONCEICAO DA APARECIDA,Passos,Sul/Sudoeste de Minas,157,127,123,126,97,99,39,49,58,74,0,0,0.7834394904458599,0.7637795275590551,32000,32200
3117207,CONCEICAO DAS PEDRAS,Varginha,Sul/Sudoeste de Minas,69,60,66,68,57,57,48,56,9,10,0,0,0.9565217391304348,0.95,14200,14200
3117306,CONCEICAO DAS ALAGOAS,Uberaba,Triângulo Mineiro/Alto Paranaíba,151,99,139,145,92,94,49,72,43,67,0,0,0.9205298013245033,0.9292929292929293,34500,34700
3117405,CONCEICAO DE IPANEMA,Governador Valadares,Vale do Rio Doce,189,150,129,130,97,97,49,64,48,65,0,0,0.6825396825396826,0.6466666666666666,32200,32200
3117504,CONCEICAO DO MATO DENTRO,Diamantina,Metropolitana de Belo Horizonte,796,528,648,680,433,442,181,249,242,383,10,16,0.8140703517587939,0.8200757575757576,170600,171700
3117603,CONCEICAO DO PARA,Divinópolis,Oeste de Minas,116,75,71,77,48,50,29,41,19,30,0,0,0.6120689655172413,0.64,17200,17400
3117702,CONCEICAO DO RIO VERDE,Varginha,Sul/Sudoeste de Minas,375,257,350,359,240,243,132,184,106,163,2,3,0.9333333333333333,0.933852140077821,86800,87100
3117801,CONCEICAO DOS OUROS,Poços de Caldas,Sul/Sudoeste de Minas,57,45,46,46,35,35,16,19,19,27,0,0,0.8070175438596491,0.7777777777777778,11900,11900
3117836,CONEGO MARINHO,Montes Claros,Norte de Minas,675,449,611,621,403,406,20,28,378,577,5,6,0.9051851851851852,0.8975501113585747,181200,181600
3117876,CONFINS,Metropolitana,Metropolitana de Belo Horizonte,48,38,48,51,38,39,9,12,29,36,0,0,1,1,13200,13300
3117900,CONGONHAL,Poços de Caldas,Sul/Sudoeste de Minas,92,68,71,76,51,52,9,10,40,59,2,2,0.7717391304347826,0.75,20500,20600
3118007,CONGONHAS,São João Del Rei,Metropolitana de Belo Horizonte,50,42,43,44,37,37,19,20,18,23,0,0,0.86,0.8809523809523809,10900,10900
3118106,CONGONHAS DO NORTE,Curvelo,Metropolitana de Belo Horizonte,294,181,294,296,181,181,76,109,103,183,2,2,1,1,77500,77500
3118205,CONQUISTA,Uberaba,Triângulo Mineiro/Alto Paranaíba,110,77,107,108,74,74,20,24,53,82,1,1,0.9727272727272728,0.961038961038961,29800,29800
3118304,CONSELHEIRO LAFAIETE,São João Del Rei,Metropolitana de Belo Horizonte,324,196,295,301,179,179,79,123,99,171,1,1,0.9104938271604939,0.9132653061224489,76300,76300
3118403,CONSELHEIRO PENA,Governador Valadares,Vale do Rio Doce,805,572,701,714,499,503,215,301,282,398,2,2,0.8708074534161491,0.8723776223776224,180500,181000
3118502,CONSOLACAO,Poços de Caldas,Sul/Sudoeste de Minas,57,44,57,58,44,45,19,21,25,36,0,0,1,1,15000,15100
3118601,CONTAGEM,Metropolitana,Metropolitana de Belo Horizonte,5390,4012,5142,5342,3807,3887,1584,2013,2182,3070,41,59,0.9539888682745825,0.9489032901296112,1345750,1355250
3118700,COQUEIRAL,Varginha,Sul/Sudoeste de Minas,264,183,263,270,182,183,45,60,135,200,2,3,0.9962121212121212,0.994535519125683,73200,73300
3118809,CORACAO DE JESUS,Montes Claros,Norte de Minas,2385,1547,2315,2360,1496,1516,267,352,1222,1955,7,8,0.9706498951781971,0.967032967032967,660000,663100
3118908,CORDISBURGO,Curvelo,Metropolitana de Belo Horizonte,378,274,373,378,269,271,139,182,130,191,0,0,0.9867724867724867,0.9817518248175182,93650,93950
3119005,CORDISLANDIA,Varginha,Sul/Sudoeste de Minas,123,97,117,122,91,94,20,24,71,93,0,0,0.9512195121951219,0.9381443298969072,32700,33000
3119104,CORINTO,Curvelo,Central Mineira,441,351,415,436,330,335,131,164,197,249,2,2,0.9410430839002267,0.9401709401709402,108300,109000
3119203,COROACI,Governador Valadares,Vale do Rio Doce,354,272,297,300,221,221,119,157,101,139,1,1,0.8389830508474576,0.8125,73500,73500
3119302,COROMANDEL,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,287,205,256,267,184,188,100,131,84,125,0,0,0.89198606271777,0.8975609756097561,63700,64300
3119401,CORONEL FABRICIANO,Timóteo,Vale do Rio Doce,1596,1147,1577,1635,1131,1159,411,516,713,1052,7,9,0.9880952380952381,0.986050566695728,421900,425300
3119500,CORONEL MURTA,Araçuaí,Jequitinhonha,340,258,327,338,245,255,38,43,207,284,0,0,0.961764705882353,0.9496124031007752,93800,94900
3119609,CORONEL PACHECO,Juiz de Fora,Zona da Mata,20,18,20,20,18,18,9,10,9,10,0,0,1,1,5000,5000
3119708,CORONEL XAVIER CHAVES,São João Del Rei,Campo das Vertentes,16,16,16,16,16,16,1,1,15,15,0,0,1,1,4700,4700
3119807,CORREGO DANTA,Divinópolis,Oeste de Minas,37,28,34,34,26,26,10,11,16,23,0,0,0.918918918918919,0.9285714285714286,9100,9100
3119906,CORREGO DO BOM JESUS,Poços de Caldas,Sul/Sudoeste de Minas,33,28,19,20,16,17,5,6,11,13,0,0,0.5757575757575758,0.5714285714285714,5100,5200
3119955,CORREGO FUNDO,Divinópolis,Oeste de Minas,7,7,7,7,7,7,1,1,6,6,0,0,1,1,2000,2000
3120003,CORREGO NOVO,Timóteo,Vale do Rio Doce,115,94,109,116,89,95,9,9,79,99,1,1,0.9478260869565217,0.9468085106382979,31900,32500
3120102,COUTO DE MAGALHAES DE MINAS,Diamantina,Jequitinhonha,166,120,160,161,114,115,28,40,86,120,0,0,0.963855421686747,0.95,44000,44100
3120151,CRISOLITA,Teófilo Otoni,Vale do Mucuri,265,202,226,230,171,172,60,79,109,145,2,2,0.8528301886792453,0.8465346534653465,60200,60300
3120201,CRISTAIS,Divinópolis,Oeste de Minas,73,61,67,68,55,56,13,14,42,53,0,0,0.9178082191780822,0.9016393442622951,18700,18800
3120300,CRISTALIA,Montes Claros,Norte de Minas,694,481,671,684,464,468,66,75,393,590,5,6,0.9668587896253602,0.9646569646569647,194700,195100
3120409,CRISTIANO OTONI,São João Del Rei,Metropolitana de Belo Horizonte,75,56,69,71,53,54,19,21,34,48,0,0,0.92,0.9464285714285714,18600,18700
3120508,CRISTINA,Varginha,Sul/Sudoeste de Minas,90,67,78,79,58,59,17,21,41,57,0,0,0.8666666666666667,0.8656716417910447,21300,21400
3120607,CRUCILANDIA,Divinópolis,Metropolitana de Belo Horizonte,129,108,122,124,101,101,71,83,29,38,1,1,0.9457364341085271,0.9351851851851852,28400,28400
3120706,CRUZEIRO DA FORTALEZA,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,31,28,27,28,24,24,16,17,8,10,0,0,0.8709677419354839,0.8571428571428571,6400,6400
3120805,CRUZILIA,Varginha,Sul/Sudoeste de Minas,351,283,323,332,258,261,134,162,122,158,2,3,0.9202279202279202,0.911660777385159,80750,81050
3120839,CUPARAQUE,Governador Valadares,Vale do Rio Doce,89,74,83,83,69,69,44,51,25,32,0,0,0.9325842696629213,0.9324324324324325,19800,19800
3120870,CURRAL DE DENTRO,Salinas,Norte de Minas,660,474,623,637,441,451,68,82,372,540,1,1,0.943939393939394,0.930379746835443,178700,179900
3120904,CURVELO,Curvelo,Central Mineira,1463,1112,1359,1391,1035,1049,432,540,593,809,10,10,0.9289131920710868,0.9307553956834532,354400,356000
3121001,DATAS,Diamantina,Jequitinhonha,133,102,107,110,85,85,37,40,46,62,2,5,0.8045112781954887,0.8333333333333334,28300,28300
3121100,DELFIM MOREIRA,Poços de Caldas,Sul/Sudoeste de Minas,66,51,49,50,39,40,14,18,25,31,0,0,0.7424242424242424,0.7647058823529411,12900,13000
3121209,DELFINOPOLIS,Passos,Sul/Sudoeste de Minas,27,20,24,27,18,20,13,16,5,8,0,0,0.8888888888888888,0.9,5600,5900
3121258,DELTA,Uberaba,Triângulo Mineiro/Alto Paranaíba,82,78,77,81,74,77,38,38,36,39,0,0,0.9390243902439024,0.9487179487179487,19300,19600
3121308,DESCOBERTO,Juiz de Fora,Zona da Mata,73,57,58,61,45,47,18,21,27,37,0,0,0.7945205479452054,0.7894736842105263,15300,15600
3121407,DESTERRO DE ENTRE RIOS,São João Del Rei,Metropolitana de Belo Horizonte,108,73,102,105,70,71,35,50,34,50,1,2,0.9444444444444444,0.958904109589041,25700,25800
3121506,DESTERRO DO MELO,São João Del Rei,Campo das Vertentes,39,31,38,38,30,30,5,7,25,31,0,0,0.9743589743589743,0.967741935483871,10600,10600
3121605,DIAMANTINA,Diamantina,Jequitinhonha,1528,1002,1463,1502,949,964,223,310,714,1139,12,14,0.9574607329842932,0.9471057884231537,409350,411150
3121704,DIOGO DE VASCONCELOS,Timóteo,Metropolitana de Belo Horizonte,178,128,177,180,127,127,51,63,75,113,1,1,0.9943820224719101,0.9921875,46900,46900
3121803,DIONISIO,Timóteo,Metropolitana de Belo Horizonte,267,175,251,258,161,163,28,38,133,213,0,0,0.9400749063670412,0.92,71500,71700
3121902,DIVINESIA,Juiz de Fora,Zona da Mata,34,29,31,31,26,26,1,1,25,30,0,0,0.9117647058823529,0.896551724137931,9200,9200
3122009,DIVINO,Muriaé,Zona da Mata,732,473,449,456,287,290,70,101,216,346,1,2,0.6133879781420765,0.6067653276955602,124700,125000
3122108,DIVINO DAS LARANJEIRAS,Governador Valadares,Vale do Rio Doce,240,181,232,237,175,179,53,65,122,167,0,0,0.9666666666666667,0.9668508287292817,63100,63600
3122207,DIVINOLANDIA DE MINAS,Governador Valadares,Vale do Rio Doce,375,300,357,360,285,287,104,132,181,225,0,0,0.952,0.95,93900,94100
3122306,DIVINOPOLIS,Divinópolis,Oeste de Minas,448,296,422,434,279,280,125,176,151,241,3,5,0.9419642857142857,0.9425675675675675,109550,109650
3122355,DIVISA ALEGRE,Salinas,Norte de Minas,226,188,219,231,182,191,39,39,142,177,1,3,0.9690265486725663,0.9680851063829787,61900,63100
3122405,DIVISA NOVA,Poços de Caldas,Sul/Sudoeste de Minas,69,51,66,70,48,49,25,29,23,37,0,0,0.9565217391304348,0.9411764705882353,16900,17000
3122454,DIVISOPOLIS,Almenara,Jequitinhonha,593,442,552,559,411,414,78,90,332,461,1,1,0.9308600337268128,0.9298642533936652,156700,157000
3122470,DOM BOSCO,Paracatu,Noroeste de Minas,147,97,133,140,85,87,26,36,58,96,1,1,0.9047619047619048,0.8762886597938144,36400,36800
3122504,DOM CAVATI,Governador Valadares,Vale do Rio Doce,81,61,81,85,61,64,33,44,28,37,0,0,1,1,19900,20300
3122603,DOM JOAQUIM,Diamantina,Metropolitana de Belo Horizonte,317,201,308,322,194,196,34,52,158,253,2,3,0.9716088328075709,0.9651741293532339,86250,86450
3122702,DOM SILVERIO,Timóteo,Zona da Mata,94,70,57,58,41,41,18,23,23,34,0,0,0.6063829787234043,0.5857142857142857,14800,14800
3122801,DOM VICOSO,Varginha,Sul/Sudoeste de Minas,13,11,12,12,10,10,6,6,4,6,0,0,0.9230769230769231,0.9090909090909091,3000,3000
3122900,DONA EUZEBIA,Juiz de Fora,Zona da Mata,56,44,39,42,32,34,11,11,21,28,0,0,0.6964285714285714,0.7272727272727273,10600,10800
3123007,DORES DE CAMPOS,São João Del Rei,Campo das Vertentes,36,30,31,31,26,26,17,18,9,13,0,0,0.8611111111111112,0.8666666666666667,7500,7500
3123106,DORES DE GUANHAES,Governador Valadares,Vale do Rio Doce,146,95,91,92,59,59,18,25,40,65,1,1,0.6232876712328768,0.6210526315789474,24900,24900
3123205,DORES DO INDAIA,Divinópolis,Central Mineira,45,40,43,47,38,39,19,22,19,21,0,0,0.9555555555555556,0.95,10700,10800
3123304,DORES DO TURVO,Juiz de Fora,Zona da Mata,182,146,182,186,146,148,62,74,83,107,1,1,1,1,47300,47500
3123403,DORESOPOLIS,Passos,Oeste de Minas,6,5,6,7,5,6,4,5,1,1,0,0,1,1,1300,1400
3123502,DOURADOQUARA,Uberlândia,Triângulo Mineiro/Alto Paranaíba,61,38,57,59,36,37,17,31,19,26,0,0,0.9344262295081968,0.9473684210526315,14000,14100
3123528,DURANDE,Governador Valadares,Zona da Mata,488,365,406,408,296,297,165,225,131,181,0,0,0.8319672131147541,0.810958904109589,99300,99600
3123601,ELOI MENDES,Varginha,Sul/Sudoeste de Minas,170,132,162,168,125,126,63,79,59,80,3,3,0.9529411764705882,0.946969696969697,41100,41200
3123700,ENGENHEIRO CALDAS,Governador Valadares,Vale do Rio Doce,245,184,236,241,176,178,53,68,122,167,1,1,0.963265306122449,0.9565217391304348,64100,64300
3123809,ENGENHEIRO NAVARRO,Montes Claros,Norte de Minas,516,382,484,493,356,361,62,75,293,408,1,1,0.937984496124031,0.9319371727748691,137800,138500
3123858,ENTRE FOLHAS,Timóteo,Vale do Rio Doce,179,136,134,136,99,101,42,50,57,84,0,0,0.7486033519553073,0.7279411764705882,35200,35400
3123908,ENTRE RIOS DE MINAS,São João Del Rei,Metropolitana de Belo Horizonte,258,171,243,244,159,159,88,130,71,113,0,0,0.9418604651162791,0.9298245614035088,59900,59900
3124005,ERVALIA,Muriaé,Zona da Mata,424,288,407,411,277,278,228,331,48,74,1,2,0.9599056603773585,0.9618055555555556,89100,89200
3124104,ESMERALDAS,Metropolitana,Metropolitana de Belo Horizonte,1541,1075,1290,1324,894,904,276,368,604,904,14,18,0.8371187540558079,0.8316279069767442,351350,352550
3124203,ESPERA FELIZ,Muriaé,Zona da Mata,796,566,594,598,423,424,207,278,216,316,0,0,0.7462311557788944,0.7473498233215548,150150,150250
3124302,ESPINOSA,Montes Claros,Norte de Minas,2283,1567,2089,2119,1414,1432,236,311,1171,1769,7,9,0.9150240911081909,0.9023611997447352,596300,598200
3124401,ESPIRITO SANTO DO DOURADO,Varginha,Sul/Sudoeste de Minas,21,16,21,21,16,16,6,7,10,14,0,0,1,1,5600,5600
3124500,ESTIVA,Poços de Caldas,Sul/Sudoeste de Minas,177,125,114,119,75,76,10,12,63,99,2,3,0.6440677966101694,0.6,33300,33500
3124609,ESTRELA DALVA,Muriaé,Zona da Mata,48,37,47,47,36,36,17,19,19,28,0,0,0.9791666666666666,0.972972972972973,12200,12200
3124708,ESTRELA DO INDAIA,Divinópolis,Central Mineira,45,35,45,46,35,35,4,5,30,39,1,1,1,1,13100,13100
3124807,ESTRELA DO SUL,Uberlândia,Triângulo Mineiro/Alto Paranaíba,147,108,135,137,97,97,39,51,58,84,0,0,0.9183673469387755,0.8981481481481481,35400,35400
3124906,EUGENOPOLIS,Muriaé,Zona da Mata,260,200,184,193,145,147,41,48,101,133,3,3,0.7076923076923077,0.725,50650,50850
3125002,EWBANK DA CAMARA,Juiz de Fora,Zona da Mata,172,137,144,144,118,118,46,51,72,93,0,0,0.8372093023255814,0.8613138686131386,38100,38100
3125101,EXTREMA,Poços de Caldas,Sul/Sudoeste de Minas,62,56,46,52,41,43,24,27,17,19,0,0,0.7419354838709677,0.7321428571428571,11100,11500
3125200,FAMA,Varginha,Sul/Sudoeste de Minas,17,12,15,16,10,11,7,11,3,4,0,0,0.8823529411764706,0.8333333333333334,3400,3500
3125309,FARIA LEMOS,Muriaé,Zona da Mata,138,97,109,112,76,78,33,49,43,60,0,0,0.7898550724637681,0.7835051546391752,27800,28000
3125408,FELICIO DOS SANTOS,Diamantina,Jequitinhonha,246,170,241,245,165,168,45,58,120,183,0,0,0.9796747967479674,0.9705882352941176,66300,66700
3125507,SAO GONCALO DO RIO PRETO,Diamantina,Jequitinhonha,104,87,94,96,79,81,18,20,60,72,1,2,0.9038461538461539,0.9080459770114943,26250,26450
3125606,FELISBURGO,Almenara,Jequitinhonha,424,320,391,396,289,291,82,105,206,285,1,1,0.9221698113207547,0.903125,106900,107100
3125705,FELIXLANDIA,Curvelo,Central Mineira,205,160,191,192,148,148,47,58,100,132,1,1,0.9317073170731708,0.925,51800,51800
3125804,FERNANDES TOURINHO,Governador Valadares,Vale do Rio Doce,77,55,76,76,54,54,22,27,32,49,0,0,0.987012987012987,0.9818181818181818,20100,20100
3125903,FERROS,Timóteo,Metropolitana de Belo Horizonte,460,310,401,403,270,272,47,65,223,336,0,0,0.8717391304347826,0.8709677419354839,113800,114000
3125952,FERVEDOURO,Muriaé,Zona da Mata,656,449,546,548,363,363,55,74,307,471,1,1,0.8323170731707317,0.8084632516703786,156450,156450
3126000,FLORESTAL,Metropolitana,Metropolitana de Belo Horizonte,53,40,42,42,32,32,11,13,21,29,0,0,0.7924528301886793,0.8,11300,11300
3126109,FORMIGA,Divinópolis,Oeste de Minas,383,273,367,376,260,262,85,109,174,256,1,2,0.95822454308094,0.9523809523809523,99300,99500
3126208,FORMOSO,Paracatu,Noroeste de Minas,507,375,456,464,334,337,101,123,230,330,3,3,0.8994082840236687,0.8906666666666667,124400,124700
3126307,FORTALEZA DE MINAS,Passos,Sul/Sudoeste de Minas,28,20,23,23,16,16,3,4,13,19,0,0,0.8214285714285714,0.8,6500,6500
3126406,FORTUNA DE MINAS,Metropolitana,Metropolitana de Belo Horizonte,8,7,7,7,6,6,3,3,3,4,0,0,0.875,0.8571428571428571,1800,1800
3126505,FRANCISCO BADARO,Araçuaí,Jequitinhonha,469,332,466,471,329,332,60,71,268,393,1,2,0.9936034115138592,0.9909638554216867,132800,133100
3126604,FRANCISCO DUMONT,Montes Claros,Norte de Minas,235,168,223,224,156,157,30,39,126,184,0,0,0.948936170212766,0.9285714285714286,63000,63100
3126703,FRANCISCO SA,Montes Claros,Norte de Minas,1313,899,1204,1212,818,822,114,155,702,1046,2,3,0.916984006092917,0.9098998887652948,345900,346500
3126752,FRANCISCOPOLIS,Teófilo Otoni,Vale do Mucuri,416,261,385,388,239,241,26,35,212,349,1,1,0.9254807692307693,0.9157088122605364,112100,112300
3126802,FREI GASPAR,Teófilo Otoni,Vale do Mucuri,270,195,259,262,185,185,88,109,97,150,0,0,0.9592592592592593,0.9487179487179487,66750,66750
3126901,FREI INOCENCIO,Governador Valadares,Vale do Rio Doce,656,480,610,616,448,452,110,136,338,474,0,0,0.9298780487804879,0.9333333333333333,169350,169750
3126950,FREI LAGONEGRO,Diamantina,Vale do Rio Doce,268,198,266,272,196,198,37,41,158,222,1,3,0.9925373134328358,0.98989898989899,75900,76300
3127008,FRONTEIRA,Uberaba,Triângulo Mineiro/Alto Paranaíba,273,209,260,273,199,202,52,61,140,191,7,8,0.9523809523809523,0.9521531100478469,73000,73300
3127057,FRONTEIRA DOS VALES,Teófilo Otoni,Vale do Mucuri,318,235,310,316,227,230,35,45,190,263,2,2,0.9748427672955975,0.9659574468085106,88700,89000
3127073,FRUTA DE LEITE,Salinas,Norte de Minas,357,235,347,354,227,232,14,20,212,326,1,1,0.9719887955182073,0.9659574468085106,102200,102700
3127107,FRUTAL,Uberaba,Triângulo Mineiro/Alto Paranaíba,441,282,407,411,258,260,112,160,145,245,1,2,0.9229024943310657,0.9148936170212766,106150,106450
3127206,FUNILANDIA,Metropolitana,Metropolitana de Belo Horizonte,194,135,186,196,127,130,43,58,79,122,5,6,0.9587628865979382,0.9407407407407408,50550,50850
3127305,GALILEIA,Governador Valadares,Vale do Rio Doce,222,168,205,210,156,158,70,89,85,115,1,1,0.9234234234234234,0.9285714285714286,52700,52900
3127339,GAMELEIRAS,Montes Claros,Norte de Minas,314,210,293,295,193,193,40,51,153,242,0,0,0.9331210191082803,0.919047619047619,82750,82750
3127354,GLAUCILANDIA,Montes Claros,Norte de Minas,113,77,112,114,76,77,10,13,65,98,1,1,0.9911504424778761,0.987012987012987,32400,32500
3127370,GOIABEIRA,Governador Valadares,Vale do Rio Doce,71,57,61,64,49,50,25,30,24,31,0,0,0.8591549295774648,0.8596491228070176,15300,15400
3127388,GOIANA,Juiz de Fora,Zona da Mata,83,61,76,79,56,58,15,16,41,60,0,0,0.9156626506024096,0.9180327868852459,21200,21500
3127404,GONCALVES,Poços de Caldas,Sul/Sudoeste de Minas,8,8,4,4,4,4,1,1,3,3,0,0,0.5,0.5,1100,1100
3127503,GONZAGA,Governador Valadares,Vale do Rio Doce,155,116,133,133,97,97,26,35,71,98,0,0,0.8580645161290322,0.8362068965517241,36400,36400
3127602,GOUVEIA,Diamantina,Jequitinhonha,220,148,202,203,133,133,33,45,98,154,2,3,0.9181818181818182,0.8986486486486487,56250,56250
3127701,GOVERNADOR VALADARES,Governador Valadares,Vale do Rio Doce,3164,2199,2909,2960,2027,2034,849,1134,1172,1766,6,9,0.9194058154235145,0.9217826284674853,759850,760650
3127800,GRAO MOGOL,Montes Claros,Norte de Minas,589,397,570,574,380,382,149,193,230,376,1,1,0.967741935483871,0.9571788413098237,151550,151750
3127909,GRUPIARA,Uberlândia,Triângulo Mineiro/Alto Paranaíba,23,13,14,14,8,8,1,2,7,12,0,0,0.6086956521739131,0.6153846153846154,4000,4000
3128006,GUANHAES,Governador Valadares,Vale do Rio Doce,659,456,578,589,403,406,136,183,263,390,4,5,0.8770864946889226,0.8837719298245614,155150,155550
3128105,GUAPE,Passos,Sul/Sudoeste de Minas,127,91,119,120,83,83,23,28,59,90,1,1,0.937007874015748,0.9120879120879121,33000,33000
3128204,GUARACIABA,Muriaé,Zona da Mata,563,404,462,475,327,329,106,145,218,314,3,3,0.8206039076376554,0.8094059405940595,123700,124100
3128253,GUARACIAMA,Montes Claros,Norte de Minas,339,260,324,331,248,252,22,28,226,296,0,0,0.9557522123893806,0.9538461538461539,94400,94900
3128303,GUARANESIA,Poços de Caldas,Sul/Sudoeste de Minas,110,78,105,112,74,76,33,41,39,61,2,3,0.9545454545454546,0.9487179487179487,27600,27800
3128402,GUARANI,Juiz de Fora,Zona da Mata,153,125,119,123,97,98,50,64,46,54,1,1,0.7777777777777778,0.776,29400,29500
3128501,GUARARA,Juiz de Fora,Zona da Mata,36,35,31,35,30,33,9,9,19,20,2,2,0.8611111111111112,0.8571428571428571,8700,9000
3128600,GUARDA-MOR,Paracatu,Noroeste de Minas,67,50,61,62,46,47,3,3,43,58,0,0,0.9104477611940298,0.92,18000,18100
3128709,GUAXUPE,Poços de Caldas,Sul/Sudoeste de Minas,282,197,270,278,187,191,59,80,126,187,2,3,0.9574468085106383,0.949238578680203,73050,73450
3128808,GUIDOVAL,Muriaé,Zona da Mata,280,213,235,239,182,182,97,123,85,112,0,0,0.8392857142857143,0.8544600938967136,58200,58200
3128907,GUIMARANIA,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,285,215,280,300,210,217,80,98,127,179,3,3,0.9824561403508771,0.9767441860465116,74400,75400
3129004,GUIRICEMA,Muriaé,Zona da Mata,280,212,217,223,166,167,71,91,92,123,3,3,0.775,0.78301886792452835,56400,56600
3129103,GURINHATA,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,76,60,57,59,44,46,16,17,28,40,0,0,0.75,0.7333333333333333,15400,15600
3129202,HELIODORA,Varginha,Sul/Sudoeste de Minas,81,64,62,63,51,51,24,28,27,34,0,0,0.7654320987654321,0.796875,15800,15800
3129301,IAPU,Timóteo,Vale do Rio Doce,369,281,358,364,270,274,65,77,204,280,1,1,0.9701897018970189,0.9608540925266904,99700,100200
3129400,IBERTIOGA,São João Del Rei,Campo das Vertentes,149,106,136,137,99,99,69,92,29,43,1,1,0.912751677852349,0.9339622641509434,31700,31700
3129509,IBIA,Uberaba,Triângulo Mineiro/Alto Paranaíba,239,166,223,229,154,155,71,105,83,118,0,0,0.9330543933054394,0.927710843373494,56400,56500
3129608,IBIAI,Montes Claros,Norte de Minas,537,367,507,513,341,347,45,56,296,451,0,0,0.9441340782122905,0.9291553133514986,146500,147100
3129657,IBIRACATU,Montes Claros,Norte de Minas,415,284,384,388,260,262,51,61,208,322,1,1,0.9253012048192771,0.9154929577464789,109100,109400
3129707,IBIRACI,Passos,Sul/Sudoeste de Minas,203,149,180,186,133,135,28,32,104,146,1,2,0.8866995073891626,0.8926174496644296,50850,51050
